name,2019_inspection_count
"BG0238002, Queens County, NY",2
"BG0238003, Bronx County, NY",2
"BG0238004, Queens County, NY",1
"BG0239001, Bronx County, NY",6
"BG0239002, Bronx County, NY",5
"BG0239002, New York County, NY",1
"BG0239002, Richmond County, NY",1
"BG0239004, Bronx County, NY",7
"BG0239005, Bronx County, NY",2
"BG0240002, Kings County, NY",1
"BG0240003, Queens County, NY",3
"BG0241001, Kings County, NY",2
"BG0241002, New York County, NY",2
"BG0241004, New York County, NY",3
"BG0242002, Kings County, NY",2
"BG0243001, Bronx County, NY",8
"BG0243011, New York County, NY",1
"BG0245003, Kings County, NY",1
"BG0247001, Richmond County, NY",1
"BG0247002, Kings County, NY",1
"BG0247002, Richmond County, NY",3
"BG0248001, Bronx County, NY",3
"BG0248001, Kings County, NY",5
"BG0248003, Bronx County, NY",1
"BG0249001, Kings County, NY",1
"BG0249001, New York County, NY",3
"BG0249001, Queens County, NY",2
"BG0249002, Queens County, NY",2
"BG0251001, New York County, NY",1
"BG0251002, Bronx County, NY",4
"BG0253001, New York County, NY",2
"BG0253003, Bronx County, NY",2
"BG0253003, New York County, NY",4
"BG0253004, New York County, NY",2
"BG0253006, New York County, NY",2
"BG0253014, Queens County, NY",5
"BG0253021, Queens County, NY",5
"BG0253022, Queens County, NY",1
"BG0254001, Bronx County, NY",3
"BG0254001, Queens County, NY",1
"BG0254002, Kings County, NY",1
"BG0254003, Kings County, NY",1
"BG0255001, New York County, NY",1
"BG0257001, New York County, NY",1
"BG0257001, Queens County, NY",3
"BG0258001, Kings County, NY",5
"BG0258001, Queens County, NY",2
"BG0259002, New York County, NY",2
"BG0259002, Queens County, NY",3
"BG0261001, New York County, NY",2
"BG0261002, Queens County, NY",2
"BG0261003, Queens County, NY",1
"BG0261004, New York County, NY",1
"BG0261004, Queens County, NY",6
"BG0263001, Queens County, NY",3
"BG0263002, Queens County, NY",5
"BG0263004, New York County, NY",3
"BG0263005, Bronx County, NY",9
"BG0263005, New York County, NY",2
"BG0264001, Bronx County, NY",1
"BG0265001, Bronx County, NY",7
"BG0265001, New York County, NY",1
"BG0265001, Queens County, NY",8
"BG0265002, New York County, NY",6
"BG0265004, New York County, NY",5
"BG0265005, New York County, NY",2
"BG0266001, Kings County, NY",2
"BG0266003, Kings County, NY",3
"BG0266023, Bronx County, NY",8
"BG0267001, Queens County, NY",4
"BG0267003, Queens County, NY",2
"BG0267023, Bronx County, NY",3
"BG0269001, Bronx County, NY",4
"BG0269002, Kings County, NY",1
"BG0269004, New York County, NY",3
"BG0269006, New York County, NY",1
"BG0269011, Queens County, NY",6
"BG0269014, Queens County, NY",9
"BG0269021, Queens County, NY",2
"BG0271003, New York County, NY",3
"BG0271004, New York County, NY",1
"BG0272001, Queens County, NY",1
"BG0273001, Kings County, NY",1
"BG0273002, Queens County, NY",1
"BG0273003, Queens County, NY",3
"BG0273004, Queens County, NY",3
"BG0273005, Queens County, NY",1
"BG0274001, Kings County, NY",3
"BG0274022, Bronx County, NY",1
"BG0275003, Queens County, NY",3
"BG0275004, Kings County, NY",2
"BG0277002, Bronx County, NY",3
"BG0277022, Richmond County, NY",5
"BG0277062, Richmond County, NY",1
"BG0278002, Kings County, NY",1
"BG0279001, Bronx County, NY",4
"BG0279001, New York County, NY",1
"BG0279003, New York County, NY",4
"BG0279003, Queens County, NY",6
"BG0279005, New York County, NY",5
"BG0281001, Queens County, NY",3
"BG0281003, Kings County, NY",1
"BG0281004, Queens County, NY",2
"BG0283001, New York County, NY",1
"BG0283002, Bronx County, NY",2
"BG0283003, Queens County, NY",1
"BG0283004, New York County, NY",1
"BG0283004, Queens County, NY",2
"BG0283005, Queens County, NY",2
"BG0284002, Queens County, NY",2
"BG0284003, Kings County, NY",2
"BG0285001, New York County, NY",6
"BG0285003, Bronx County, NY",1
"BG0285004, Bronx County, NY",1
"BG0285004, Queens County, NY",1
"BG0287001, Kings County, NY",3
"BG0287001, New York County, NY",1
"BG0287002, Queens County, NY",1
"BG0287003, New York County, NY",14
"BG0287003, Queens County, NY",6
"BG0288002, Kings County, NY",1
"BG0288003, Bronx County, NY",3
"BG0288003, Kings County, NY",1
"BG0289001, Bronx County, NY",12
"BG0289001, Queens County, NY",1
"BG0289002, Bronx County, NY",1
"BG0289003, Queens County, NY",4
"BG0290003, Kings County, NY",2
"BG0291002, Kings County, NY",1
"BG0291004, New York County, NY",1
"BG0291033, Richmond County, NY",3
"BG0293002, New York County, NY",2
"BG0293003, New York County, NY",3
"BG0293004, New York County, NY",2
"BG0293005, New York County, NY",5
"BG0293023, Bronx County, NY",1
"BG0293024, Bronx County, NY",1
"BG0295001, Bronx County, NY",1
"BG0295001, Kings County, NY",4
"BG0295001, New York County, NY",2
"BG0295002, Bronx County, NY",4
"BG0295002, New York County, NY",4
"BG0295003, Kings County, NY",1
"BG0295003, New York County, NY",3
"BG0295004, Bronx County, NY",1
"BG0296001, Bronx County, NY",1
"BG0297001, Kings County, NY",3
"BG0297002, Queens County, NY",1
"BG0297003, Kings County, NY",2
"BG0298003, Kings County, NY",1
"BG0299001, Kings County, NY",2
"BG0299002, New York County, NY",1
"BG0300001, Kings County, NY",3
"BG0300002, Kings County, NY",2
"BG0301001, Kings County, NY",1
"BG0302005, Bronx County, NY",1
"BG0303001, Kings County, NY",1
"BG0303001, New York County, NY",1
"BG0303002, New York County, NY",1
"BG0303021, Richmond County, NY",1
"BG0304001, Kings County, NY",5
"BG0305001, Kings County, NY",1
"BG0305002, Kings County, NY",1
"BG0307003, Kings County, NY",2
"BG0309002, New York County, NY",7
"BG0309025, Queens County, NY",1
"BG0309032, Queens County, NY",2
"BG0309033, Queens County, NY",1
"BG0309041, Queens County, NY",5
"BG0310002, Bronx County, NY",4
"BG0311002, Kings County, NY",3
"BG0313001, Kings County, NY",1
"BG0315002, Kings County, NY",1
"BG0317002, Queens County, NY",1
"BG0317011, Kings County, NY",3
"BG0317013, Kings County, NY",8
"BG0317031, New York County, NY",1
"BG0317041, New York County, NY",1
"BG0317044, New York County, NY",2
"BG0321003, Kings County, NY",2
"BG0323001, Bronx County, NY",2
"BG0323002, Kings County, NY",1
"BG0325002, Kings County, NY",1
"BG0326001, Bronx County, NY",1
"BG0326003, Kings County, NY",1
"BG0326004, Kings County, NY",3
"BG0327002, Kings County, NY",1
"BG0327002, Queens County, NY",1
"BG0328001, Kings County, NY",1
"BG0329003, Queens County, NY",4
"BG0331001, Queens County, NY",4
"BG0333001, Kings County, NY",2
"BG0333002, Kings County, NY",2
"BG0334001, Bronx County, NY",1
"BG0334011, Queens County, NY",1
"BG0334012, Queens County, NY",1
"BG0337002, Kings County, NY",1
"BG0337003, Bronx County, NY",1
"BG0338001, Bronx County, NY",2
"BG0338002, Bronx County, NY",2
"BG0338004, Bronx County, NY",2
"BG0339002, Kings County, NY",1
"BG0340004, Bronx County, NY",2
"BG0345002, Bronx County, NY",2
"BG0347003, Kings County, NY",2
"BG0348001, Kings County, NY",1
"BG0350001, Bronx County, NY",2
"BG0350002, Kings County, NY",1
"BG0351001, Kings County, NY",1
"BG0351002, Bronx County, NY",5
"BG0351002, Kings County, NY",1
"BG0351003, Queens County, NY",4
"BG0352001, Kings County, NY",8
"BG0352001, Queens County, NY",1
"BG0353001, Queens County, NY",1
"BG0353002, Queens County, NY",3
"BG0356002, Bronx County, NY",1
"BG0358006, Bronx County, NY",2
"BG0359001, Bronx County, NY",2
"BG0359003, Kings County, NY",1
"BG0360022, Kings County, NY",1
"BG0361001, Queens County, NY",1
"BG0362003, Kings County, NY",2
"BG0363001, Queens County, NY",2
"BG0363003, Kings County, NY",1
"BG0364002, Kings County, NY",1
"BG0364003, Bronx County, NY",5
"BG0365013, Bronx County, NY",3
"BG0365021, Bronx County, NY",3
"BG0365022, Bronx County, NY",5
"BG0367002, Queens County, NY",1
"BG0369011, Bronx County, NY",1
"BG0370001, Kings County, NY",1
"BG0371002, Bronx County, NY",1
"BG0373002, Bronx County, NY",1
"BG0373004, Bronx County, NY",1
"BG0375001, Queens County, NY",2
"BG0375002, Queens County, NY",6
"BG0375003, Kings County, NY",1
"BG0375041, Bronx County, NY",1
"BG0375043, Bronx County, NY",2
"BG0377001, Queens County, NY",1
"BG0377003, Kings County, NY",1
"BG0379002, Queens County, NY",1
"BG0381001, Queens County, NY",4
"BG0381004, Bronx County, NY",1
"BG0381006, Bronx County, NY",2
"BG0383021, Queens County, NY",5
"BG0385001, Bronx County, NY",2
"BG0385001, Kings County, NY",3
"BG0385003, Bronx County, NY",1
"BG0386003, Bronx County, NY",2
"BG0387001, Bronx County, NY",1
"BG0387001, Kings County, NY",3
"BG0390002, Bronx County, NY",1
"BG0391001, Bronx County, NY",2
"BG0391002, Bronx County, NY",1
"BG0391004, Bronx County, NY",13
"BG0391005, Bronx County, NY",5
"BG0391006, Bronx County, NY",4
"BG0394001, Kings County, NY",9
"BG0394001, Queens County, NY",2
"BG0394004, Bronx County, NY",2
"BG0395003, Bronx County, NY",3
"BG0395004, Bronx County, NY",1
"BG0396004, Bronx County, NY",1
"BG0398001, Kings County, NY",1
"BG0399001, Kings County, NY",1
"BG0399021, Bronx County, NY",1
"BG0400001, Kings County, NY",1
"BG0400003, Kings County, NY",1
"BG0401002, Bronx County, NY",4
"BG0401002, Kings County, NY",2
"BG0402001, Kings County, NY",2
"BG0402002, Kings County, NY",2
"BG0403002, Queens County, NY",4
"BG0403003, Kings County, NY",1
"BG0404001, Bronx County, NY",1
"BG0404002, Kings County, NY",2
"BG0405001, Queens County, NY",8
"BG0405002, Queens County, NY",14
"BG0405024, Bronx County, NY",1
"BG0406003, Bronx County, NY",2
"BG0407002, Queens County, NY",1
"BG0407005, Queens County, NY",1
"BG0407012, Bronx County, NY",3
"BG0408002, Bronx County, NY",2
"BG0411002, Bronx County, NY",2
"BG0411003, Bronx County, NY",5
"BG0413001, Bronx County, NY",4
"BG0413002, Queens County, NY",2
"BG0414002, Bronx County, NY",1
"BG0415001, Kings County, NY",4
"BG0415006, Bronx County, NY",1
"BG0418001, Bronx County, NY",1
"BG0418001, Kings County, NY",1
"BG0419002, Kings County, NY",2
"BG0419003, Bronx County, NY",2
"BG0419004, Bronx County, NY",1
"BG0420002, Kings County, NY",1
"BG0420003, Bronx County, NY",2
"BG0421003, Bronx County, NY",1
"BG0422001, Bronx County, NY",3
"BG0422002, Kings County, NY",4
"BG0423002, Bronx County, NY",1
"BG0423002, Kings County, NY",1
"BG0424001, Bronx County, NY",1
"BG0424001, Kings County, NY",2
"BG0425001, Kings County, NY",1
"BG0425007, Bronx County, NY",1
"BG0426001, Bronx County, NY",1
"BG0426001, Kings County, NY",2
"BG0426002, Kings County, NY",1
"BG0427001, Kings County, NY",6
"BG0427002, Queens County, NY",2
"BG0427003, Kings County, NY",2
"BG0428001, Bronx County, NY",1
"BG0429002, Kings County, NY",2
"BG0429004, Kings County, NY",5
"BG0430002, Kings County, NY",2
"BG0430003, Kings County, NY",3
"BG0431001, Kings County, NY",1
"BG0431002, Bronx County, NY",1
"BG0431004, Kings County, NY",1
"BG0431007, Bronx County, NY",1
"BG0433002, Kings County, NY",5
"BG0434002, Bronx County, NY",1
"BG0434003, Bronx County, NY",6
"BG0434004, Bronx County, NY",4
"BG0435001, Bronx County, NY",3
"BG0437002, Kings County, NY",1
"BG0438002, Kings County, NY",1
"BG0439001, Kings County, NY",1
"BG0439001, Queens County, NY",1
"BG0439002, Queens County, NY",1
"BG0440003, Kings County, NY",2
"BG0441001, Kings County, NY",7
"BG0441002, Kings County, NY",1
"BG0442005, Bronx County, NY",4
"BG0443023, Queens County, NY",4
"BG0444001, Queens County, NY",2
"BG0444002, Kings County, NY",4
"BG0446011, Queens County, NY",3
"BG0449004, Kings County, NY",1
"BG0449012, Bronx County, NY",2
"BG0449021, Bronx County, NY",2
"BG0450002, Queens County, NY",1
"BG0451011, Bronx County, NY",1
"BG0451021, Bronx County, NY",1
"BG0451022, Bronx County, NY",1
"BG0453002, Kings County, NY",1
"BG0454001, Queens County, NY",5
"BG0455001, Queens County, NY",2
"BG0460001, Queens County, NY",5
"BG0460002, Queens County, NY",4
"BG0461001, Queens County, NY",9
"BG0462002, Queens County, NY",3
"BG0462011, Bronx County, NY",2
"BG0462012, Kings County, NY",1
"BG0462013, Bronx County, NY",2
"BG0462021, Bronx County, NY",1
"BG0462022, Bronx County, NY",1
"BG0462025, Bronx County, NY",1
"BG0463002, Queens County, NY",1
"BG0465001, Queens County, NY",5
"BG0468001, Queens County, NY",1
"BG0469004, Queens County, NY",5
"BG0470002, Queens County, NY",1
"BG0471001, Queens County, NY",2
"BG0473002, Queens County, NY",2
"BG0476001, Kings County, NY",3
"BG0477001, Kings County, NY",4
"BG0478001, Queens County, NY",3
"BG0478002, Kings County, NY",2
"BG0480001, Kings County, NY",1
"BG0480001, Queens County, NY",1
"BG0480002, Queens County, NY",1
"BG0481001, Queens County, NY",1
"BG0481004, Queens County, NY",1
"BG0482001, Queens County, NY",2
"BG0483001, Queens County, NY",3
"BG0484002, Bronx County, NY",10
"BG0484002, Kings County, NY",1
"BG0485001, Queens County, NY",5
"BG0485002, Queens County, NY",1
"BG0491002, Kings County, NY",1
"BG0492002, Kings County, NY",1
"BG0493005, Kings County, NY",3
"BG0493021, Queens County, NY",2
"BG0493022, Queens County, NY",3
"BG0496001, Kings County, NY",2
"BG0496002, Kings County, NY",1
"BG0496003, Queens County, NY",1
"BG0497001, Kings County, NY",1
"BG0497003, Kings County, NY",2
"BG0500001, Queens County, NY",3
"BG0500002, Kings County, NY",3
"BG0501003, Kings County, NY",1
"BG0504001, Bronx County, NY",3
"BG0504001, Kings County, NY",1
"BG0507001, Kings County, NY",3
"BG0508002, Queens County, NY",1
"BG0508031, Kings County, NY",3
"BG0509001, Kings County, NY",1
"BG0510022, Kings County, NY",1
"BG0511001, Kings County, NY",1
"BG0513002, Kings County, NY",4
"BG0513003, Kings County, NY",1
"BG0515001, Kings County, NY",3
"BG0516002, Bronx County, NY",6
"BG0516003, Bronx County, NY",1
"BG0516004, Bronx County, NY",4
"BG0516013, Kings County, NY",1
"BG0516022, Kings County, NY",1
"BG0517001, Kings County, NY",3
"BG0517002, Kings County, NY",1
"BG0519001, Kings County, NY",2
"BG0519003, Kings County, NY",3
"BG0520001, Kings County, NY",3
"BG0521002, Queens County, NY",1
"BG0523001, Kings County, NY",13
"BG0524002, Queens County, NY",2
"BG0525002, Kings County, NY",1
"BG0526001, Kings County, NY",2
"BG0527003, Kings County, NY",2
"BG0531001, Kings County, NY",1
"BG0531003, Queens County, NY",1
"BG0532002, Queens County, NY",1
"BG0535001, Queens County, NY",2
"BG0535002, Kings County, NY",1
"BG0535003, Kings County, NY",3
"BG0538003, Kings County, NY",1
"BG0539001, Queens County, NY",1
"BG0539003, Queens County, NY",2
"BG0540003, Queens County, NY",4
"BG0542003, Queens County, NY",1
"BG0542004, Queens County, NY",1
"BG0545002, Queens County, NY",1
"BG0545006, Kings County, NY",4
"BG0549002, Kings County, NY",4
"BG0549004, Queens County, NY",3
"BG0551001, Kings County, NY",1
"BG0551001, Queens County, NY",1
"BG0551002, Kings County, NY",3
"BG0551002, Queens County, NY",2
"BG0551003, Kings County, NY",1
"BG0551004, Kings County, NY",2
"BG0552001, Queens County, NY",1
"BG0552003, Kings County, NY",2
"BG0553002, Kings County, NY",1
"BG0553003, Kings County, NY",11
"BG0554001, Kings County, NY",1
"BG0554003, Kings County, NY",5
"BG0555001, Kings County, NY",7
"BG0557001, Kings County, NY",4
"BG0557002, Kings County, NY",7
"BG0559001, Queens County, NY",4
"BG0561002, Kings County, NY",2
"BG0561003, Kings County, NY",1
"BG0563003, Kings County, NY",1
"BG0563004, Kings County, NY",1
"BG0565001, Kings County, NY",1
"BG0565003, Kings County, NY",3
"BG0568001, Queens County, NY",1
"BG0568002, Queens County, NY",1
"BG0569001, Kings County, NY",3
"BG0569002, Kings County, NY",5
"BG0570004, Kings County, NY",1
"BG0571003, Kings County, NY",1
"BG0574001, Kings County, NY",2
"BG0575003, Kings County, NY",3
"BG0575004, Kings County, NY",2
"BG0578002, Kings County, NY",2
"BG0580002, Kings County, NY",6
"BG0582001, Kings County, NY",2
"BG0583001, Queens County, NY",2
"BG0585003, Queens County, NY",2
"BG0587003, Queens County, NY",1
"BG0588001, Kings County, NY",4
"BG0590001, Kings County, NY",1
"BG0591003, Kings County, NY",2
"BG0593002, Queens County, NY",3
"BG0594021, Kings County, NY",1
"BG0595002, Queens County, NY",2
"BG0596001, Queens County, NY",1
"BG0596003, Kings County, NY",2
"BG0600001, Queens County, NY",1
"BG0601001, Queens County, NY",3
"BG0606001, Kings County, NY",4
"BG0606001, Queens County, NY",1
"BG0608001, Kings County, NY",2
"BG0610032, Kings County, NY",2
"BG0613014, Queens County, NY",2
"BG0621002, Queens County, NY",1
"BG0625002, Queens County, NY",3
"BG0628001, Kings County, NY",2
"BG0628002, Kings County, NY",1
"BG0629001, Queens County, NY",1
"BG0630001, Queens County, NY",2
"BG0632001, Kings County, NY",2
"BG0632002, Queens County, NY",8
"BG0633011, Queens County, NY",2
"BG0637001, Queens County, NY",2
"BG0638002, Queens County, NY",1
"BG0642001, Kings County, NY",3
"BG0645001, Queens County, NY",1
"BG0645002, Queens County, NY",1
"BG0650001, Kings County, NY",2
"BG0654001, Queens County, NY",5
"BG0654003, Queens County, NY",1
"BG0655011, Queens County, NY",1
"BG0656001, Queens County, NY",1
"BG0662001, Kings County, NY",2
"BG0664001, Queens County, NY",1
"BG0665013, Queens County, NY",5
"BG0674001, Kings County, NY",1
"BG0677001, Queens County, NY",2
"BG0679002, Queens County, NY",1
"BG0679003, Queens County, NY",1
"BG0680002, Kings County, NY",6
"BG0680004, Queens County, NY",3
"BG0683001, Queens County, NY",2
"BG0683002, Queens County, NY",6
"BG0683003, Queens County, NY",5
"BG0693001, Queens County, NY",3
"BG0698002, Kings County, NY",4
"BG0700002, Kings County, NY",2
"BG0702021, Kings County, NY",1
"BG0707003, Queens County, NY",1
"BG0709001, Queens County, NY",3
"BG0711003, Queens County, NY",2
"BG0711004, Queens County, NY",13
"BG0713032, Queens County, NY",2
"BG0713033, Queens County, NY",1
"BG0713051, Queens County, NY",1
"BG0716001, Queens County, NY",21
"BG0717012, Queens County, NY",2
"BG0722001, Kings County, NY",5
"BG0724002, Kings County, NY",1
"BG0729002, Queens County, NY",1
"BG0731001, Queens County, NY",1
"BG0731002, Queens County, NY",1
"BG0736002, Kings County, NY",1
"BG0738003, Kings County, NY",1
"BG0750001, Kings County, NY",1
"BG0757011, Queens County, NY",2
"BG0769012, Queens County, NY",2
"BG0769021, Queens County, NY",11
"BG0770001, Kings County, NY",3
"BG0770002, Kings County, NY",3
"BG0774001, Kings County, NY",4
"BG0775002, Queens County, NY",2
"BG0775003, Queens County, NY",6
"BG0779061, Queens County, NY",5
"BG0779062, Queens County, NY",1
"BG0779071, Queens County, NY",3
"BG0786001, Kings County, NY",10
"BG0786003, Kings County, NY",5
"BG0788001, Queens County, NY",1
"BG0788002, Queens County, NY",1
"BG0792003, Kings County, NY",6
"BG0794001, Kings County, NY",2
"BG0796011, Kings County, NY",5
"BG0796022, Kings County, NY",4
"BG0797014, Queens County, NY",3
"BG0797022, Queens County, NY",1
"BG0797023, Queens County, NY",3
"BG0798011, Kings County, NY",1
"BG0798012, Kings County, NY",1
"BG0798022, Kings County, NY",2
"BG0798023, Kings County, NY",4
"BG0799002, Queens County, NY",2
"BG0800002, Kings County, NY",2
"BG0802003, Kings County, NY",1
"BG0804001, Kings County, NY",1
"BG0804003, Kings County, NY",1
"BG0809004, Queens County, NY",2
"BG0822001, Kings County, NY",4
"BG0824004, Kings County, NY",4
"BG0826004, Kings County, NY",2
"BG0836001, Kings County, NY",1
"BG0836002, Kings County, NY",1
"BG0837004, Queens County, NY",4
"BG0840001, Queens County, NY",1
"BG0840003, Queens County, NY",3
"BG0846001, Kings County, NY",4
"BG0846002, Kings County, NY",7
"BG0848002, Kings County, NY",1
"BG0849001, Queens County, NY",2
"BG0849002, Queens County, NY",1
"BG0853001, Queens County, NY",11
"BG0857002, Queens County, NY",4
"BG0858001, Kings County, NY",1
"BG0859003, Queens County, NY",2
"BG0860001, Kings County, NY",2
"BG0864001, Queens County, NY",3
"BG0866002, Kings County, NY",1
"BG0868001, Kings County, NY",2
"BG0869001, Queens County, NY",5
"BG0870002, Kings County, NY",2
"BG0871001, Queens County, NY",10
"BG0871002, Queens County, NY",7
"BG0878003, Kings County, NY",1
"BG0884001, Kings County, NY",3
"BG0884003, Kings County, NY",1
"BG0888001, Kings County, NY",3
"BG0888002, Kings County, NY",3
"BG0889013, Queens County, NY",1
"BG0892005, Queens County, NY",3
"BG0894001, Kings County, NY",2
"BG0894004, Kings County, NY",1
"BG0898002, Kings County, NY",2
"BG0907001, Queens County, NY",4
"BG0908003, Kings County, NY",5
"BG0916014, Queens County, NY",1
"BG0919003, Queens County, NY",1
"BG0925001, Queens County, NY",1
"BG0925002, Queens County, NY",1
"BG0929001, Queens County, NY",1
"BG0934011, Queens County, NY",1
"BG0934021, Queens County, NY",1
"BG0934023, Queens County, NY",1
"BG0938003, Queens County, NY",1
"BG0942011, Queens County, NY",2
"BG0942022, Queens County, NY",4
"BG0942031, Queens County, NY",4
"BG0944014, Kings County, NY",2
"BG0945001, Queens County, NY",4
"BG0946003, Kings County, NY",1
"BG0954003, Kings County, NY",1
"BG0956001, Kings County, NY",3
"BG0960001, Kings County, NY",5
"BG0966001, Kings County, NY",5
"BG0974002, Kings County, NY",3
"BG0981002, Queens County, NY",4
"BG0997033, Queens County, NY",1
"BG0997044, Queens County, NY",1
"BG0998002, Kings County, NY",1
"BG0998013, Queens County, NY",1
"BG1006001, Kings County, NY",1
"BG1008001, Kings County, NY",3
"BG1008021, Queens County, NY",2
"BG1010001, Kings County, NY",2
"BG1010014, Queens County, NY",2
"BG1017001, Queens County, NY",1
"BG1032013, Queens County, NY",1
"BG1039003, Queens County, NY",2
"BG1058044, Kings County, NY",1
"BG1070001, Kings County, NY",1
"BG1097002, Queens County, NY",2
"BG1098002, Kings County, NY",2
"BG1099002, Queens County, NY",1
"BG1099003, Queens County, NY",1
"BG1104001, Kings County, NY",2
"BG1104002, Kings County, NY",3
"BG1104004, Kings County, NY",2
"BG1123002, Queens County, NY",14
"BG1124002, Kings County, NY",2
"BG1129003, Queens County, NY",3
"BG1142012, Kings County, NY",2
"BG1155002, Queens County, NY",1
"BG1156004, Kings County, NY",1
"BG1157003, Queens County, NY",1
"BG1159003, Queens County, NY",2
"BG1163003, Queens County, NY",2
"BG1164001, Kings County, NY",3
"BG1167001, Queens County, NY",12
"BG1170002, Kings County, NY",2
"BG1171001, Queens County, NY",5
"BG1171002, Queens County, NY",3
"BG1171003, Queens County, NY",5
"BG1174002, Kings County, NY",1
"BG1175004, Queens County, NY",2
"BG1176012, Kings County, NY",1
"BG1181001, Queens County, NY",2
"BG1184003, Kings County, NY",3
"BG1188003, Kings County, NY",1
"BG1189002, Queens County, NY",1
"BG1194001, Kings County, NY",1
"BG1196004, Kings County, NY",3
"BG1198002, Kings County, NY",1
"BG1201001, Queens County, NY",5
"BG1205001, Queens County, NY",5
"BG1207002, Queens County, NY",1
"BG1211001, Queens County, NY",3
"BG1220001, Kings County, NY",1
"BG1220002, Kings County, NY",1
"BG1223003, Queens County, NY",1
"BG1237002, Kings County, NY",1
"BG1265002, Queens County, NY",3
"BG1267001, Queens County, NY",1
"BG1291024, Queens County, NY",1
"BG1301002, Queens County, NY",6
"BG1301003, Queens County, NY",1
"BG1341002, Queens County, NY",1
"BG1347001, Queens County, NY",1
"BG1347003, Queens County, NY",1
"BG1347005, Queens County, NY",4
"BG1367001, Queens County, NY",1
"BG1429001, Queens County, NY",3
"BG1435001, Queens County, NY",3
"BG1447001, Queens County, NY",1
"BG1447002, Queens County, NY",2
"BG1459002, Queens County, NY",1
"BG1467002, Queens County, NY",2
"BG1479001, Queens County, NY",2
"BG1479002, Queens County, NY",1
"BG1507021, Queens County, NY",2
"BG1551023, Queens County, NY",1
"BG1579016, Queens County, NY",4
"BG1617001, Queens County, NY",1
"BG1621001, Queens County, NY",2
"BG1621005, Queens County, NY",1
