name,2020_inspection_count
"BG0411001, Bronx County, NY",4
"BG0411003, Bronx County, NY",1
"BG0414002, Bronx County, NY",1
"BG0417002, Kings County, NY",1
"BG0417003, Kings County, NY",1
"BG0418001, Bronx County, NY",1
"BG0418001, Kings County, NY",2
"BG0418003, Bronx County, NY",2
"BG0419002, Kings County, NY",1
"BG0419004, Bronx County, NY",2
"BG0420001, Kings County, NY",1
"BG0420002, Bronx County, NY",1
"BG0420002, Kings County, NY",1
"BG0421002, Bronx County, NY",1
"BG0421003, Bronx County, NY",1
"BG0422001, Bronx County, NY",1
"BG0422002, Bronx County, NY",1
"BG0423001, Kings County, NY",2
"BG0423002, Bronx County, NY",3
"BG0423003, Bronx County, NY",1
"BG0424001, Kings County, NY",1
"BG0424002, Bronx County, NY",2
"BG0425007, Bronx County, NY",2
"BG0426001, Bronx County, NY",2
"BG0426002, Kings County, NY",1
"BG0427001, Kings County, NY",1
"BG0427004, Kings County, NY",2
"BG0429002, Kings County, NY",2
"BG0431003, Bronx County, NY",1
"BG0431004, Bronx County, NY",1
"BG0432003, Kings County, NY",2
"BG0433002, Kings County, NY",1
"BG0434004, Bronx County, NY",1
"BG0437002, Kings County, NY",1
"BG0439001, Kings County, NY",1
"BG0439002, Kings County, NY",1
"BG0439002, Queens County, NY",1
"BG0439003, Kings County, NY",2
"BG0441001, Kings County, NY",2
"BG0443012, Queens County, NY",3
"BG0443023, Queens County, NY",3
"BG0445001, Kings County, NY",1
"BG0446011, Queens County, NY",1
"BG0446012, Queens County, NY",2
"BG0447002, Kings County, NY",2
"BG0451011, Bronx County, NY",1
"BG0451021, Bronx County, NY",2
"BG0456001, Kings County, NY",1
"BG0458001, Queens County, NY",1
"BG0461001, Queens County, NY",2
"BG0462011, Bronx County, NY",3
"BG0462022, Kings County, NY",1
"BG0463002, Queens County, NY",1
"BG0465001, Queens County, NY",3
"BG0465002, Queens County, NY",1
"BG0468001, Queens County, NY",2
"BG0468002, Queens County, NY",3
"BG0469004, Queens County, NY",1
"BG0470001, Kings County, NY",1
"BG0470001, Queens County, NY",1
"BG0471001, Queens County, NY",1
"BG0473002, Queens County, NY",2
"BG0476001, Kings County, NY",1
"BG0478003, Queens County, NY",1
"BG0480001, Queens County, NY",1
"BG0480002, Kings County, NY",1
"BG0481001, Queens County, NY",2
"BG0484002, Bronx County, NY",5
"BG0485003, Queens County, NY",3
"BG0486002, Kings County, NY",1
"BG0492003, Kings County, NY",1
"BG0493022, Queens County, NY",1
"BG0495001, Kings County, NY",3
"BG0495002, Kings County, NY",1
"BG0496002, Kings County, NY",2
"BG0497002, Kings County, NY",4
"BG0498001, Kings County, NY",1
"BG0499002, Queens County, NY",2
"BG0500001, Kings County, NY",1
"BG0500001, Queens County, NY",1
"BG0500002, Kings County, NY",1
"BG0501003, Kings County, NY",2
"BG0502021, Kings County, NY",1
"BG0503001, Kings County, NY",1
"BG0503002, Kings County, NY",1
"BG0503003, Kings County, NY",3
"BG0504003, Kings County, NY",1
"BG0507001, Kings County, NY",1
"BG0507002, Queens County, NY",1
"BG0508031, Kings County, NY",1
"BG0510022, Kings County, NY",1
"BG0512003, Queens County, NY",2
"BG0513001, Kings County, NY",1
"BG0513004, Kings County, NY",1
"BG0514001, Kings County, NY",1
"BG0515001, Queens County, NY",1
"BG0516001, Bronx County, NY",2
"BG0516002, Bronx County, NY",2
"BG0516013, Kings County, NY",1
"BG0517001, Kings County, NY",2
"BG0517002, Kings County, NY",1
"BG0519001, Kings County, NY",1
"BG0519002, Kings County, NY",2
"BG0519003, Kings County, NY",4
"BG0520001, Kings County, NY",2
"BG0520002, Kings County, NY",1
"BG0523001, Kings County, NY",2
"BG0523002, Kings County, NY",3
"BG0523005, Kings County, NY",2
"BG0525001, Kings County, NY",1
"BG0526001, Kings County, NY",3
"BG0528001, Queens County, NY",2
"BG0531001, Kings County, NY",1
"BG0532002, Queens County, NY",1
"BG0534002, Kings County, NY",1
"BG0535001, Kings County, NY",1
"BG0538002, Kings County, NY",1
"BG0538003, Kings County, NY",1
"BG0540003, Queens County, NY",1
"BG0547001, Queens County, NY",2
"BG0549002, Queens County, NY",2
"BG0550003, Kings County, NY",1
"BG0551002, Queens County, NY",4
"BG0551004, Kings County, NY",1
"BG0551004, Queens County, NY",2
"BG0553003, Kings County, NY",2
"BG0554002, Queens County, NY",1
"BG0554003, Kings County, NY",1
"BG0555001, Kings County, NY",2
"BG0557002, Kings County, NY",1
"BG0557003, Queens County, NY",1
"BG0561002, Kings County, NY",1
"BG0563002, Kings County, NY",1
"BG0563004, Kings County, NY",1
"BG0565001, Kings County, NY",4
"BG0565002, Kings County, NY",1
"BG0565003, Kings County, NY",1
"BG0569002, Kings County, NY",1
"BG0574001, Kings County, NY",2
"BG0575004, Kings County, NY",2
"BG0577001, Queens County, NY",3
"BG0577002, Queens County, NY",1
"BG0578002, Kings County, NY",1
"BG0579002, Kings County, NY",1
"BG0580002, Kings County, NY",3
"BG0582001, Kings County, NY",1
"BG0582002, Kings County, NY",1
"BG0583003, Queens County, NY",1
"BG0586001, Kings County, NY",2
"BG0594015, Kings County, NY",1
"BG0594021, Kings County, NY",3
"BG0595002, Queens County, NY",1
"BG0600004, Kings County, NY",1
"BG0601002, Queens County, NY",2
"BG0606001, Kings County, NY",3
"BG0608001, Kings County, NY",4
"BG0622002, Kings County, NY",1
"BG0628002, Kings County, NY",1
"BG0629002, Queens County, NY",2
"BG0632002, Queens County, NY",1
"BG0637001, Queens County, NY",2
"BG0637002, Queens County, NY",1
"BG0645002, Queens County, NY",1
"BG0654001, Queens County, NY",1
"BG0654002, Queens County, NY",1
"BG0654003, Queens County, NY",1
"BG0655011, Queens County, NY",1
"BG0656001, Queens County, NY",1
"BG0674002, Kings County, NY",1
"BG0679002, Queens County, NY",1
"BG0680001, Queens County, NY",2
"BG0683002, Queens County, NY",2
"BG0683003, Queens County, NY",2
"BG0698001, Kings County, NY",1
"BG0698002, Kings County, NY",6
"BG0700002, Kings County, NY",2
"BG0707002, Queens County, NY",1
"BG0711002, Queens County, NY",1
"BG0711003, Queens County, NY",1
"BG0711004, Queens County, NY",4
"BG0713033, Queens County, NY",1
"BG0716001, Queens County, NY",5
"BG0720001, Kings County, NY",2
"BG0722001, Kings County, NY",2
"BG0724002, Kings County, NY",1
"BG0726001, Kings County, NY",1
"BG0731002, Queens County, NY",2
"BG0734002, Kings County, NY",1
"BG0736003, Kings County, NY",1
"BG0743001, Queens County, NY",1
"BG0750002, Kings County, NY",2
"BG0769012, Queens County, NY",2
"BG0770002, Kings County, NY",1
"BG0775001, Queens County, NY",1
"BG0775002, Queens County, NY",1
"BG0775003, Queens County, NY",1
"BG0779061, Queens County, NY",2
"BG0780001, Kings County, NY",1
"BG0786001, Kings County, NY",1
"BG0786002, Kings County, NY",1
"BG0790002, Queens County, NY",1
"BG0792003, Kings County, NY",1
"BG0794001, Kings County, NY",2
"BG0796022, Kings County, NY",1
"BG0797022, Queens County, NY",3
"BG0798023, Kings County, NY",2
"BG0799002, Queens County, NY",1
"BG0800001, Kings County, NY",2
"BG0803013, Queens County, NY",1
"BG0804003, Kings County, NY",1
"BG0814002, Queens County, NY",1
"BG0816001, Kings County, NY",1
"BG0816002, Kings County, NY",2
"BG0818002, Kings County, NY",1
"BG0820001, Kings County, NY",1
"BG0826004, Kings County, NY",1
"BG0828001, Kings County, NY",2
"BG0830004, Kings County, NY",2
"BG0832002, Kings County, NY",1
"BG0837004, Queens County, NY",2
"BG0838002, Queens County, NY",2
"BG0846021, Queens County, NY",1
"BG0849001, Queens County, NY",6
"BG0849002, Queens County, NY",1
"BG0849004, Queens County, NY",1
"BG0853001, Queens County, NY",6
"BG0853003, Queens County, NY",2
"BG0857003, Queens County, NY",3
"BG0858002, Kings County, NY",1
"BG0859003, Queens County, NY",3
"BG0860001, Kings County, NY",2
"BG0860002, Kings County, NY",2
"BG0864001, Queens County, NY",4
"BG0868003, Kings County, NY",1
"BG0869001, Queens County, NY",4
"BG0869002, Queens County, NY",1
"BG0871001, Queens County, NY",3
"BG0871002, Queens County, NY",8
"BG0888001, Kings County, NY",2
"BG0889013, Queens County, NY",1
"BG0889017, Queens County, NY",1
"BG0890004, Kings County, NY",4
"BG0892003, Queens County, NY",2
"BG0892005, Queens County, NY",1
"BG0894001, Kings County, NY",2
"BG0900007, Kings County, NY",1
"BG0906002, Kings County, NY",2
"BG0919002, Queens County, NY",1
"BG0924001, Kings County, NY",2
"BG0924002, Kings County, NY",1
"BG0942031, Queens County, NY",3
"BG0944014, Kings County, NY",2
"BG0945001, Queens County, NY",2
"BG0946002, Kings County, NY",2
"BG0946003, Kings County, NY",4
"BG0954002, Queens County, NY",1
"BG0954003, Kings County, NY",1
"BG0966001, Kings County, NY",1
"BG0981002, Queens County, NY",1
"BG0987001, Queens County, NY",1
"BG0998013, Queens County, NY",2
"BG1008001, Kings County, NY",2
"BG1010001, Kings County, NY",1
"BG1017003, Queens County, NY",1
"BG1033004, Queens County, NY",2
"BG1058044, Kings County, NY",1
"BG1098002, Kings County, NY",2
"BG1104001, Kings County, NY",2
"BG1104004, Kings County, NY",2
"BG1120002, Kings County, NY",1
"BG1123002, Queens County, NY",10
"BG1124001, Kings County, NY",1
"BG1128002, Kings County, NY",4
"BG1129003, Queens County, NY",1
"BG1130004, Kings County, NY",1
"BG1155001, Queens County, NY",1
"BG1155002, Queens County, NY",5
"BG1156002, Kings County, NY",1
"BG1163005, Queens County, NY",2
"BG1167001, Queens County, NY",8
"BG1170002, Kings County, NY",2
"BG1171001, Queens County, NY",1
"BG1171002, Queens County, NY",1
"BG1174001, Kings County, NY",1
"BG1174002, Kings County, NY",3
"BG1176012, Kings County, NY",1
"BG1176022, Kings County, NY",1
"BG1178001, Kings County, NY",2
"BG1188001, Kings County, NY",1
"BG1196002, Kings County, NY",1
"BG1196003, Kings County, NY",3
"BG1198001, Kings County, NY",1
"BG1205001, Queens County, NY",1
"BG1207002, Queens County, NY",1
"BG1220001, Kings County, NY",2
"BG1220002, Kings County, NY",1
"BG1227014, Queens County, NY",1
"BG1227022, Queens County, NY",1
"BG1237002, Kings County, NY",2
"BG1267001, Queens County, NY",1
"BG1277004, Queens County, NY",3
"BG1333003, Queens County, NY",1
"BG1341001, Queens County, NY",1
"BG1347001, Queens County, NY",2
"BG1347003, Queens County, NY",1
"BG1435001, Queens County, NY",2
"BG1447002, Queens County, NY",1
"BG1459002, Queens County, NY",2
"BG1471001, Queens County, NY",1
"BG1471002, Queens County, NY",1
"BG1522002, Kings County, NY",3
"BG1529011, Queens County, NY",1
"BG1551011, Queens County, NY",2
"BG1579016, Queens County, NY",2
"BG1579021, Queens County, NY",1
"BG1617004, Queens County, NY",1
